account_id,total_amount,avg_amount,tx_count,avg_balance_diff,zero_balance_count,riskScore,class
C493142121,244064.34,244064.34,1,0.0,1,5.48,NORMAL
C446813867,511046.15,511046.15,1,176425.0,0,39.92,NORMAL
C2045923266,109169.34,109169.34,1,109169.34000000003,0,15.9,NORMAL
C480769774,121935.0,121935.0,1,15763.0,0,2.11,NORMAL
C1620968332,235055.04,235055.04,1,78.0,0,3.79,NORMAL
C1436941969,755153.45,755153.45,1,0.0,1,35.16,NORMAL
C1701243891,25766.55,25766.55,1,0.0,1,10.47,NORMAL
C442473429,185739.94,185739.94,1,31134.0,0,2.58,NORMAL
C285597326,30752.02,30752.02,1,0.0,1,9.76,NORMAL
C328589161,442349.12,442349.12,1,10784.0,0,14.52,NORMAL
C1632235813,27554.1,27554.1,1,0.0,1,10.13,NORMAL
C1182523731,93225.13,93225.13,1,491.0,0,4.54,NORMAL
C1856788975,174085.23,174085.23,1,0.0,1,2.8,NORMAL
C1185066497,1903723.81,1903723.81,1,0.0,1,62.87,AT_RISK
C1595609129,11952.63,11952.63,1,11952.630000000001,0,11.31,NORMAL
C785867503,1576791.48,1576791.48,1,102245.0,0,59.41,AT_RISK
C2138247762,184436.26,184436.26,1,0.0,1,3.56,NORMAL
C1003790508,96467.28,96467.28,1,40925.0,0,4.96,NORMAL
C467131548,882637.83,882637.83,1,882637.83,0,75.99,AT_RISK
C1379215593,262088.16,262088.16,1,0.0,1,6.93,NORMAL
C110491186,285688.0,285688.0,1,22206.0,0,3.68,NORMAL
C883266674,131347.7,131347.7,1,0.0,1,1.64,NORMAL
C1151153281,6933.48,6933.48,1,6933.48,0,14.24,NORMAL
C870501648,300711.06,300711.06,1,13169.0,0,4.6,NORMAL
C1617211333,117879.03,117879.03,1,0.0,1,1.99,NORMAL
C1875479407,171148.19,171148.19,1,52342.0,0,4.24,NORMAL
C665571455,174149.41,174149.41,1,2463.0,0,1.49,NORMAL
C290582082,150354.79,150354.79,1,0.0,1,1.68,NORMAL
C19477534,187595.03,187595.03,1,0.0,1,3.9,NORMAL
C696380447,131904.23,131904.23,1,3223.0,0,1.69,NORMAL
C6811330,105694.0,105694.0,1,26136.0,0,2.87,NORMAL
C954024825,66551.59,66551.59,1,0.0,1,4.13,NORMAL
C288155087,90465.57,90465.57,1,32281.0,0,4.27,NORMAL
C1197354117,161548.62,161548.62,1,19417.0,0,0.51,NORMAL
C13505178,66146.25,66146.25,1,30711.0,0,4.77,NORMAL
C1659540411,560108.35,560108.35,1,32381.0,0,23.28,NORMAL
C649773052,55794.86,55794.86,1,55794.86,0,10.75,NORMAL
C770507011,436458.16,436458.16,1,253716.0,0,44.21,NORMAL
C1936002428,47728.49,47728.49,1,47728.48999999999,0,9.56,NORMAL
C705085245,195269.2,195269.2,1,726.0,0,2.99,NORMAL
C1202386715,113852.76,113852.76,1,0.0,1,2.7,NORMAL
C2027323250,371217.11,371217.11,1,10984.0,0,9.61,NORMAL
C223911907,149339.01,149339.01,1,0.0,1,1.73,NORMAL
C1738859603,2868978.5,2868978.5,1,0.0,1,73.47,AT_RISK
C1473422201,17483.85,17483.85,1,17483.85,0,9.62,NORMAL
C1436286683,488418.55,488418.55,1,0.0,1,20.7,NORMAL
C1726873097,298302.98,298302.98,1,41483.0,0,7.02,NORMAL
C394344903,356105.94,356105.94,1,19551.19,0,8.09,NORMAL
C1711286158,1038620.47,1038620.47,1,0.0,1,45.62,NORMAL
C876099455,982358.67,982358.67,1,0.0,1,43.72,NORMAL
C117690997,314915.43,314915.43,1,0.0,1,7.94,NORMAL
C1895482878,140211.15,140211.15,1,111430.03,0,14.17,NORMAL
C285608226,41466.73,41466.73,1,0.0,1,6.2,NORMAL
C2089474645,286373.41,286373.41,1,538.0,0,5.04,NORMAL
C1796994092,183027.08,183027.08,1,0.0,1,3.18,NORMAL
C229460273,278131.26,278131.26,1,105630.0,0,13.94,NORMAL
C287694546,68587.12,68587.12,1,10274.0,0,3.17,NORMAL
C213567972,64506.66,64506.66,1,16331.0,0,4.5,NORMAL
C585500178,38239.56,38239.56,1,1413.0,0,8.22,NORMAL
C2123966620,11900.16,11900.16,1,11900.160000000003,0,11.33,NORMAL
C1431629523,41314.46,41314.46,1,41314.45999999999,0,9.79,NORMAL
C1551103673,188324.25,188324.25,1,0.0,1,3.86,NORMAL
C164853585,130400.8,130400.8,1,0.0,1,1.74,NORMAL
C821727545,203872.27,203872.27,1,0.0,1,3.36,NORMAL
C55463468,375136.89,375136.89,1,0.0,1,13.03,NORMAL
C1062050493,127591.5,127591.5,1,127591.5,0,18.55,NORMAL
C217076635,26015.47,26015.47,1,26015.47,0,9.96,NORMAL
C1674311779,108915.44,108915.44,1,0.0,1,3.2,NORMAL
C1248825682,39107.04,39107.04,1,10393.0,0,6.42,NORMAL
C1259772413,167113.02,167113.02,1,21127.0,0,0.0,NORMAL
C1737802556,1250324.9,1250324.9,1,0.0,1,50.59,NORMAL
C724884965,166633.34,166633.34,1,0.0,1,2.61,NORMAL
C1419670273,160023.19,160023.19,1,0.0,1,2.02,NORMAL
C792437505,133825.69,133825.69,1,25655.49,0,1.68,NORMAL
C669152113,14341.12,14341.12,1,539.0,0,11.93,NORMAL
C71123356,134979.07,134979.07,1,0.0,1,1.55,NORMAL
C946177201,15048.67,15048.67,1,0.0,1,13.95,NORMAL
C1139330866,296324.72,296324.72,1,0.0,1,6.87,NORMAL
C1781130554,73432.06,73432.06,1,73432.06,0,12.07,NORMAL
C2015160678,103176.28,103176.28,1,0.0,1,3.13,NORMAL
C183734705,118428.96,118428.96,1,17165.0,0,2.01,NORMAL
C1251199756,116826.69,116826.69,1,42532.0,0,4.36,NORMAL
C1611555550,151485.35,151485.35,1,9859.0,0,0.9,NORMAL
C2123718613,170136.85,170136.85,1,10954.0,0,0.75,NORMAL
C924277945,50957.94,50957.94,1,0.0,1,5.28,NORMAL
C57399504,122547.25,122547.25,1,175.0,0,3.37,NORMAL
C1732566393,356897.78,356897.78,1,0.0,1,11.55,NORMAL
C675756216,149198.66,149198.66,1,30601.0,0,2.17,NORMAL
C800074679,213825.08,213825.08,1,0.0,1,4.9,NORMAL
C1305284201,110773.98,110773.98,1,0.0,1,2.77,NORMAL
C1208299670,2318741.59,2318741.59,1,0.0,1,67.76,AT_RISK
C54070445,164890.69,164890.69,1,0.0,1,2.5,NORMAL
C1009764686,48101.8,48101.8,1,0.0,1,5.62,NORMAL
C2132599807,116572.85,116572.85,1,10723.0,0,1.53,NORMAL
C1449454720,58463.44,58463.44,1,49984.0,0,8.5,NORMAL
C1299678524,221112.3,221112.3,1,873.0,0,3.36,NORMAL
C1574224220,129741.66,129741.66,1,129741.65999999997,0,19.27,NORMAL
C407422824,464879.99,464879.99,1,396677.46,0,59.62,AT_RISK
C521679191,79403.28,79403.28,1,79403.28000000003,0,12.62,NORMAL
C1995204860,284523.22,284523.22,1,0.0,1,7.02,NORMAL
C1316523865,139508.6,139508.6,1,0.0,1,1.66,NORMAL
C41896001,327178.87,327178.87,1,72487.0,0,12.63,NORMAL
C2137060254,317798.69,317798.69,1,182415.0,0,27.79,NORMAL
C1095689302,40663.09,40663.09,1,40663.09,0,9.71,NORMAL
C1348019418,332377.57,332377.57,1,30064.0,0,8.31,NORMAL
C1864980439,14658.21,14658.21,1,0.0,1,14.08,NORMAL
C723957330,473291.37,473291.37,1,0.0,1,20.18,NORMAL
C1169179933,197022.8,197022.8,1,0.0,1,3.31,NORMAL
C1067658253,46023.21,46023.21,1,0.0,1,5.87,NORMAL
C1218168589,173086.51,173086.51,1,0.0,1,2.86,NORMAL
C1844895624,150956.46,150956.46,1,0.0,1,1.83,NORMAL
C1875532915,143750.68,143750.68,1,0.0,1,1.72,NORMAL
C1985510985,864601.89,864601.89,1,111350.44,0,46.01,NORMAL
C1247255001,130211.58,130211.58,1,0.0,1,1.68,NORMAL
C1800361188,159251.15,159251.15,1,0.0,1,2.0,NORMAL
C1686946576,72002.59,72002.59,1,0.0,1,3.94,NORMAL
C401817712,133404.12,133404.12,1,0.0,1,1.46,NORMAL
C1451319380,1490164.76,1490164.76,1,59841.0,0,55.09,AT_RISK
C701548131,877282.67,877282.67,1,0.0,1,39.27,NORMAL
C273657280,457961.8,457961.8,1,119490.13,0,30.2,NORMAL
C474384158,363101.53,363101.53,1,0.0,1,11.92,NORMAL
C1616109528,134182.69,134182.69,1,0.0,1,1.6,NORMAL
C173741572,201185.39,201185.39,1,0.0,1,3.59,NORMAL
C236413955,20542.29,20542.29,1,0.0,1,12.05,NORMAL
C1228425454,226184.65,226184.65,1,282.0,0,3.9,NORMAL
C44784462,208082.22,208082.22,1,208082.23,0,30.4,NORMAL
C713699216,458130.91,458130.91,1,4586.0,0,16.76,NORMAL
C1909109011,20424.99,20424.99,1,0.0,1,12.03,NORMAL
C1561706130,10000000.0,10000000.0,1,0.0,1,94.35,FRAUD
C2008067078,216291.31,216291.31,1,0.0,1,4.98,NORMAL
C1697932129,6864.19,6864.19,1,6864.189999999999,0,14.41,NORMAL
C970849252,195790.24,195790.24,1,0.0,1,3.17,NORMAL
C411629014,259233.13,259233.13,1,51465.0,0,6.82,NORMAL
C1590340689,24677.25,24677.25,1,0.0,1,11.04,NORMAL
C745829460,134971.03,134971.03,1,0.0,1,1.55,NORMAL
C1950049371,123475.98,123475.98,1,0.0,1,2.0,NORMAL
C691504407,31230.83,31230.83,1,31230.83,0,9.49,NORMAL
C1456638373,51473.91,51473.91,1,0.0,1,5.37,NORMAL
C154435424,18216809.87,18216809.87,1,0.0,1,97.22,FRAUD
C1137189607,93389.88,93389.88,1,21005.0,0,2.13,NORMAL
C1415459161,148863.38,148863.38,1,0.0,1,1.72,NORMAL
C352183253,193318.96,193318.96,1,0.0,1,3.4,NORMAL
C891276919,592443.66,592443.66,1,592443.66,0,69.11,AT_RISK
C562983897,447964.8,447964.8,1,0.0,1,17.75,NORMAL
C2002382771,54744.19,54744.19,1,0.0,1,4.92,NORMAL
C165632769,511515.7,511515.7,1,0.0,1,22.49,NORMAL
C1464325312,146631.61,146631.61,1,0.0,1,2.01,NORMAL
C1250188312,85259.21,85259.21,1,29171.0,0,4.09,NORMAL
C1524937803,63081.33,63081.33,1,0.0,1,4.84,NORMAL
C210510845,1712370.7,1712370.7,1,0.0,1,59.21,AT_RISK
C1462802566,104141.27,104141.27,1,3056.0,0,3.08,NORMAL
C1138509475,39712.4,39712.4,1,25164.0,0,6.88,NORMAL
C1262376507,194413.03,194413.03,1,194413.03,0,27.61,NORMAL
C135979491,10081.89,10081.89,1,0.0,1,16.09,NORMAL
C568507050,1355961.48,1355961.48,1,99665.0,0,56.11,AT_RISK
C1440897834,87904.85,87904.85,1,14475.0,0,3.31,NORMAL
C171845281,319089.99,319089.99,1,0.0,1,8.14,NORMAL
C861210450,228795.09,228795.09,1,0.0,1,5.1,NORMAL
C911266024,41845.29,41845.29,1,1311.0,0,7.55,NORMAL
C825644222,106179.23,106179.23,1,106179.22999999998,0,14.92,NORMAL
C707498876,46140.77,46140.77,1,0.0,1,5.85,NORMAL
C1609895712,365405.87,365405.87,1,20933.0,0,8.87,NORMAL
C350091200,769893.01,769893.01,1,0.0,1,35.87,NORMAL
C1978961158,73825.99,73825.99,1,0.0,1,3.64,NORMAL
C1593883571,74081.82,74081.82,1,0.0,1,3.61,NORMAL
C75213805,3795.28,3795.28,1,0.0,1,19.97,NORMAL
C1407398288,43882.29,43882.29,1,0.0,1,5.78,NORMAL
C1751003382,443683.96,443683.96,1,0.0,1,17.75,NORMAL
C992720358,138889.84,138889.84,1,138889.84000000003,0,19.15,NORMAL
C1647947788,82288.48,82288.48,1,82288.47,0,13.28,NORMAL
C1648214789,223988.62,223988.62,1,121091.44,0,16.7,NORMAL
C156573355,368658.01,368658.01,1,1037.0,0,10.2,NORMAL
C1327472972,135690.13,135690.13,1,0.0,1,1.65,NORMAL
C2094053407,16209.7,16209.7,1,0.0,1,12.92,NORMAL
C1391303842,111871.6,111871.6,1,0.0,1,2.59,NORMAL
C880098201,368700.73,368700.73,1,0.0,1,12.66,NORMAL
C958180769,45316.32,45316.32,1,45316.32000000001,0,9.57,NORMAL
C163887734,25547.19,25547.19,1,0.0,1,10.78,NORMAL
C872218472,1045973.93,1045973.93,1,160.0,0,42.94,NORMAL
C1580147931,113666.92,113666.92,1,0.0,1,2.56,NORMAL
C1913860231,334135.94,334135.94,1,0.0,1,9.62,NORMAL
C1768832201,99453.75,99453.75,1,0.0,1,2.78,NORMAL
C832399448,130621.27,130621.27,1,6991.0,0,1.72,NORMAL
C1670058397,134701.08,134701.08,1,0.0,1,1.55,NORMAL
C1069301457,124715.75,124715.75,1,0.0,1,1.79,NORMAL
C1596240321,17388.76,17388.76,1,0.0,1,12.34,NORMAL
C696593858,150362.43,150362.43,1,0.0,1,1.68,NORMAL
C1568431720,200738.5,200738.5,1,0.0,1,3.7,NORMAL
C794365891,512831.86,512831.86,1,179.0,0,20.16,NORMAL
C1091142120,2444.91,2444.91,1,2444.91,0,15.24,NORMAL
C583918325,132460.33,132460.33,1,401.0,0,3.03,NORMAL
C503136876,55334.36,55334.36,1,0.0,1,5.03,NORMAL
C1279213624,122235.11,122235.11,1,122235.11,0,17.71,NORMAL
C1991148209,12096.46,12096.46,1,0.0,1,14.95,NORMAL
C185430500,7898.92,7898.92,1,7898.920000000013,0,13.45,NORMAL
C1855527129,143073.17,143073.17,1,0.0,1,1.86,NORMAL
C143231311,490624.46,490624.46,1,19839.0,0,16.98,NORMAL
C1680773832,328472.72,328472.72,1,183339.0,0,28.73,NORMAL
C297217838,66009.15,66009.15,1,0.0,1,4.26,NORMAL
C1930004902,56256.01,56256.01,1,0.0,1,5.18,NORMAL
C1246137919,147561.62,147561.62,1,21269.0,0,0.62,NORMAL
C477469073,205654.17,205654.17,1,205654.16999999998,0,30.35,NORMAL
C499151485,206731.5,206731.5,1,0.0,1,3.57,NORMAL
C1233005845,320599.18,320599.18,1,0.0,1,8.56,NORMAL
C1783574270,112409.21,112409.21,1,0.0,1,2.45,NORMAL
C786311075,223756.88,223756.88,1,14509.0,0,2.62,NORMAL
C1460843648,153984.89,153984.89,1,0.0,1,1.8,NORMAL
C1356644226,70123.49,70123.49,1,70123.49,0,12.24,NORMAL
C277958062,49073.53,49073.53,1,49073.53,0,9.51,NORMAL
C1653477597,67871.73,67871.73,1,0.0,1,4.16,NORMAL
C2021551715,137811.1,137811.1,1,137811.09999999998,0,19.17,NORMAL
C1330633265,42338.3,42338.3,1,0.0,1,5.96,NORMAL
C33532649,38822.89,38822.89,1,0.0,1,6.78,NORMAL
C1705249425,108658.11,108658.11,1,0.0,1,3.2,NORMAL
C1087786836,161223.96,161223.96,1,0.0,1,2.07,NORMAL
C1125334366,232674.74,232674.74,1,0.0,1,5.07,NORMAL
C1440175060,112803.65,112803.65,1,0.0,1,2.39,NORMAL
C184693922,63250.98,63250.98,1,63250.98,0,12.04,NORMAL
C1616007055,280684.79,280684.79,1,50967.0,0,7.11,NORMAL
C148529415,148529.93,148529.93,1,0.0,1,1.7,NORMAL
C1395466415,84494.72,84494.72,1,0.0,1,4.02,NORMAL
C686560607,2140.84,2140.84,1,0.0,1,21.06,NORMAL
C1618131348,107489.44,107489.44,1,0.0,1,3.17,NORMAL
C114776086,764592.53,764592.53,1,16120.0,0,30.68,NORMAL
C833572178,202165.9,202165.9,1,48707.0,0,4.81,NORMAL
C1768869875,1352361.77,1352361.77,1,0.0,1,52.93,NORMAL
C489333552,248066.7,248066.7,1,0.0,1,5.58,NORMAL
C1981527309,101636.37,101636.37,1,0.0,1,3.01,NORMAL
C243746867,38466.25,38466.25,1,22103.0,0,6.51,NORMAL
C1474365363,66134.07,66134.07,1,66134.07,0,13.03,NORMAL
C1111619479,53825.52,53825.52,1,17186.0,0,5.01,NORMAL
C1582778773,86060.0,86060.0,1,49771.0,0,6.63,NORMAL
C1675088160,164235.22,164235.22,1,0.0,1,2.38,NORMAL
C895396623,213179.35,213179.35,1,316.0,0,4.2,NORMAL
C1671416184,2030334.59,2030334.59,1,0.0,1,64.11,AT_RISK
C757387061,95400.38,95400.38,1,0.0,1,3.64,NORMAL
C1019664595,2590.45,2590.45,1,0.0,1,20.81,NORMAL
C410741199,13064.52,13064.52,1,0.0,1,15.09,NORMAL
C879432072,94204.89,94204.89,1,9005.0,0,2.61,NORMAL
C778786091,230648.71,230648.71,1,0.0,1,5.1,NORMAL
C191644760,29047.26,29047.26,1,29047.26000000001,0,9.73,NORMAL
C2072502602,493739.04,493739.04,1,305.0,0,18.76,NORMAL
C1889998642,68822.55,68822.55,1,0.0,1,3.81,NORMAL
C1410151125,604014.16,604014.16,1,0.0,1,28.31,NORMAL
C1430131306,11116.17,11116.17,1,0.0,1,15.25,NORMAL
C1218726070,192272.85,192272.85,1,0.0,1,3.44,NORMAL
C1413876480,244517.02,244517.02,1,179783.0,0,24.83,NORMAL
C17192631,248315.12,248315.12,1,6258.0,0,3.9,NORMAL
C768647543,383193.26,383193.26,1,0.0,1,13.86,NORMAL
C1009005579,126749.99,126749.99,1,0.0,1,1.82,NORMAL
C1292302796,101468.55,101468.55,1,20367.0,0,2.01,NORMAL
C983608996,37508.5,37508.5,1,0.0,1,7.45,NORMAL
C889082878,123935.37,123935.37,1,19546.0,0,1.5,NORMAL
C577095293,73430.6,73430.6,1,0.0,1,3.84,NORMAL
C1544045468,66417.24,66417.24,1,66417.23999999999,0,13.0,NORMAL
C1955792345,116377.38,116377.38,1,574.0,0,3.2,NORMAL
C1177128879,107604.7,107604.7,1,0.0,1,3.15,NORMAL
C1944390869,419418.33,419418.33,1,0.0,1,16.61,NORMAL
C136792119,273674.03,273674.03,1,0.0,1,7.09,NORMAL
C700774192,317675.72,317675.72,1,315227.85,0,47.01,NORMAL
C757236697,34714.98,34714.98,1,0.0,1,8.28,NORMAL
C814476968,46702.05,46702.05,1,0.0,1,5.84,NORMAL
C78957690,70017.09,70017.09,1,20109.0,0,3.23,NORMAL
C1869187949,54468.99,54468.99,1,0.0,1,4.81,NORMAL
C846644301,228870.43,228870.43,1,110135.0,0,14.91,NORMAL
C1477274778,291483.16,291483.16,1,0.0,1,7.19,NORMAL
C13627340,281404.45,281404.45,1,14601.0,0,4.23,NORMAL
C46398269,2490191.49,2490191.49,1,0.0,1,69.63,AT_RISK
C314734472,82965.2,82965.2,1,0.0,1,4.2,NORMAL
C209733968,40365.64,40365.64,1,0.0,1,6.44,NORMAL
C1202398133,294750.73,294750.73,1,107895.0,0,15.64,NORMAL
C310100790,173985.01,173985.01,1,50686.0,0,3.75,NORMAL
C1074299435,309534.59,309534.59,1,0.0,1,6.86,NORMAL
C1598881078,158339.24,158339.24,1,0.0,1,1.95,NORMAL
C2037713871,212346.41,212346.41,1,19928.0,0,2.46,NORMAL
C1134064848,364833.87,364833.87,1,0.0,1,12.04,NORMAL
C445280924,91552.81,91552.81,1,0.0,1,3.55,NORMAL
C159185991,231850.38,231850.38,1,20543.0,0,1.94,NORMAL
C1698270118,211003.6,211003.6,1,0.0,1,4.38,NORMAL
C1904088092,45856.8,45856.8,1,244.0,0,7.6,NORMAL
C1729382944,74778.62,74778.62,1,0.0,1,3.75,NORMAL
C1698902408,146611.3,146611.3,1,0.0,1,2.01,NORMAL
C180499019,74784.77,74784.77,1,0.0,1,3.76,NORMAL
C787994276,30290.08,30290.08,1,0.0,1,10.04,NORMAL
C1445662966,2469475.05,2469475.05,1,201748.0,0,73.95,AT_RISK
C1951253959,254987.16,254987.16,1,0.0,1,6.43,NORMAL
C1015539728,249934.22,249934.22,1,0.0,1,5.75,NORMAL
C1824178782,147573.96,147573.96,1,0.0,1,1.8,NORMAL
C158772653,289569.59,289569.59,1,0.0,1,7.13,NORMAL
C942063684,19822.43,19822.43,1,0.0,1,12.18,NORMAL
C1525993884,72151.88,72151.88,1,72151.88,0,12.03,NORMAL
C1669828290,261803.31,261803.31,1,10442.0,0,3.63,NORMAL
C229602999,162971.08,162971.08,1,10118.0,0,0.46,NORMAL
C1170414322,85154.42,85154.42,1,11161.0,0,2.97,NORMAL
C727468631,323593.53,323593.53,1,278879.38,0,43.29,NORMAL
C15363457,155675.57,155675.57,1,175.0,0,1.7,NORMAL
C1630797813,1938.33,1938.33,1,0.0,1,21.03,NORMAL
C1323285814,68759.23,68759.23,1,0.0,1,3.81,NORMAL
C1495929099,458614.51,458614.51,1,50210.0,0,18.74,NORMAL
C1833831997,57978.25,57978.25,1,16170.0,0,4.42,NORMAL
C1994740453,225057.74,225057.74,1,20162.0,0,2.41,NORMAL
C2004770448,679138.99,679138.99,1,0.0,1,31.23,NORMAL
C1880500406,1384514.38,1384514.38,1,0.0,1,53.57,NORMAL
C1109387471,422812.67,422812.67,1,0.0,1,17.11,NORMAL
C828649970,244825.15,244825.15,1,111.0,0,3.72,NORMAL
C1651432858,146576.64,146576.64,1,97713.73,0,12.08,NORMAL
C144726330,26298.76,26298.76,1,152.0,0,10.13,NORMAL
C665965527,488988.39,488988.39,1,85549.51,0,25.03,NORMAL
C1262221515,153103.21,153103.21,1,21973.0,0,0.53,NORMAL
C2122376821,300067.8,300067.8,1,2716.0,0,5.33,NORMAL
C1645376016,236299.01,236299.01,1,0.0,1,5.11,NORMAL
C1712780480,176055.63,176055.63,1,52077.0,0,3.69,NORMAL
C526223969,70584.98,70584.98,1,369.0,0,5.33,NORMAL
C1506302953,394164.06,394164.06,1,0.0,1,14.93,NORMAL
C1865751362,377847.58,377847.58,1,143.0,0,10.73,NORMAL
C1750174046,92319.6,92319.6,1,0.0,1,3.66,NORMAL
C1942879550,233200.12,233200.12,1,0.0,1,5.2,NORMAL
C558463614,440918.1,440918.1,1,3983.0,0,14.85,NORMAL
C1517531856,32507.41,32507.41,1,32507.410000000003,0,9.67,NORMAL
C34444984,157759.43,157759.43,1,47008.0,0,3.67,NORMAL
C1042927834,177668.66,177668.66,1,20978.0,0,0.36,NORMAL
C279496133,334557.3,334557.3,1,258168.0,0,41.36,NORMAL
C1113573059,92151.64,92151.64,1,0.0,1,3.71,NORMAL
C1530922166,28431.73,28431.73,1,0.0,1,9.98,NORMAL
C1711512735,228191.52,228191.52,1,0.0,1,5.35,NORMAL
C146219623,120455.99,120455.99,1,69734.0,0,9.63,NORMAL
C251149739,169944.35,169944.35,1,20196.0,0,0.64,NORMAL
C102076920,28187.53,28187.53,1,28187.53,0,9.92,NORMAL
C1503810075,225293.93,225293.93,1,0.0,1,4.93,NORMAL
C1280807641,38092.44,38092.44,1,0.0,1,7.29,NORMAL
C2137365317,370062.11,370062.11,1,60212.0,0,13.14,NORMAL
C1650777975,929638.46,929638.46,1,0.0,1,40.96,NORMAL
C1796859127,151378.99,151378.99,1,11087.0,0,0.78,NORMAL
C564327327,151085.13,151085.13,1,0.0,1,1.83,NORMAL
C1132846408,187382.02,187382.02,1,34477.0,0,3.02,NORMAL
C743323611,126551.81,126551.81,1,7661.0,0,1.58,NORMAL
C1276240328,341313.63,341313.63,1,21308.0,0,7.15,NORMAL
C552853002,21338.62,21338.62,1,21338.619999999995,0,8.74,NORMAL
C306081184,726639.73,726639.73,1,19895.0,0,29.1,NORMAL
C1762085690,9131.56,9131.56,1,0.0,1,16.47,NORMAL
C909417034,69245.93,69245.93,1,30397.0,0,4.37,NORMAL
C668755957,335859.35,335859.35,1,20988.0,0,6.75,NORMAL
C1121076727,43300.34,43300.34,1,11115.0,0,5.2,NORMAL
C1717255145,11525.47,11525.47,1,11525.47,0,11.31,NORMAL
C188740813,631975.08,631975.08,1,0.0,1,28.85,NORMAL
C1967296518,337201.96,337201.96,1,0.0,1,10.0,NORMAL
C1867677364,229947.13,229947.13,1,0.0,1,4.85,NORMAL
C1811080003,9840.38,9840.38,1,9840.379999999997,0,12.29,NORMAL
C423510769,10000000.0,10000000.0,1,21272.0,0,92.31,FRAUD
C692911976,279411.02,279411.02,1,18822.0,0,4.2,NORMAL
C179357916,270966.89,270966.89,1,0.0,1,7.13,NORMAL
C1295344274,16869.02,16869.02,1,16869.02000000002,0,9.86,NORMAL
C916528507,421365.54,421365.54,1,0.0,1,17.05,NORMAL
C1142607776,122412.94,122412.94,1,188.0,0,3.37,NORMAL
C199880892,439588.75,439588.75,1,12007.0,0,14.7,NORMAL
C2065007694,275579.48,275579.48,1,11818.0,0,4.27,NORMAL
C495316790,686058.68,686058.68,1,0.0,1,31.7,NORMAL
C775905855,2695.32,2695.32,1,2695.320000000007,0,15.28,NORMAL
C1421044206,61961.45,61961.45,1,38634.0,0,6.59,NORMAL
C1869699871,34117.95,34117.95,1,0.0,1,8.4,NORMAL
C1634680748,1073021.87,1073021.87,1,0.0,1,46.78,NORMAL
C644946329,176165.4,176165.4,1,239.0,0,2.13,NORMAL
C715150008,394010.39,394010.39,1,21140.0,0,10.43,NORMAL
C655499286,303911.8,303911.8,1,0.0,1,6.77,NORMAL
C778370237,76123.14,76123.14,1,76123.14,0,12.53,NORMAL
C370783133,301988.9,301988.9,1,0.0,1,6.85,NORMAL
C1569974765,216699.53,216699.53,1,0.0,1,4.96,NORMAL
C1198642797,219378.46,219378.46,1,0.0,1,5.05,NORMAL
C769930754,270562.72,270562.72,1,50324.0,0,7.29,NORMAL
C413619981,168929.72,168929.72,1,20996.0,0,0.14,NORMAL
C1992141438,90138.15,90138.15,1,750.0,0,4.46,NORMAL
C27553280,6267.34,6267.34,1,0.0,1,18.5,NORMAL
C2125446093,23397.72,23397.72,1,203.0,0,10.12,NORMAL
C76884114,558387.11,558387.11,1,14292.0,0,21.93,NORMAL
C2014726842,179778.5,179778.5,1,0.0,1,2.7,NORMAL
C727914800,1897864.32,1897864.32,1,0.0,1,62.66,AT_RISK
C631076481,232966.86,232966.86,1,10563.0,0,2.48,NORMAL
C1773108570,15349.28,15349.28,1,0.0,1,13.63,NORMAL
C1406727955,12122.77,12122.77,1,0.0,1,14.95,NORMAL
C1868221629,105425.89,105425.89,1,0.0,1,3.19,NORMAL
C955177881,15535.51,15535.51,1,0.0,1,13.44,NORMAL
C698656908,190543.02,190543.02,1,0.0,1,3.52,NORMAL
C248664643,358923.94,358923.94,1,8452.0,0,8.88,NORMAL
C764104255,60384.41,60384.41,1,0.0,1,5.14,NORMAL
C1270420279,144840.83,144840.83,1,30689.0,0,2.4,NORMAL
C592022629,335101.78,335101.78,1,0.0,1,9.86,NORMAL
C2012490762,271431.61,271431.61,1,50183.0,0,7.44,NORMAL
C292745604,124033.45,124033.45,1,20706.0,0,1.14,NORMAL
C721637010,642980.03,642980.03,1,0.0,1,29.26,NORMAL
C274863391,428463.41,428463.41,1,0.0,1,17.23,NORMAL
C1405233246,103604.54,103604.54,1,452.0,0,3.98,NORMAL
C1223947785,269113.51,269113.51,1,86808.0,0,11.77,NORMAL
C1912195711,234844.8,234844.8,1,0.0,1,5.08,NORMAL
C1468169251,145486.01,145486.01,1,130505.0,0,18.26,NORMAL
C1763537987,36634.63,36634.63,1,0.0,1,7.9,NORMAL
C2019276242,416062.02,416062.02,1,0.0,1,16.45,NORMAL
C1813260205,129003.93,129003.93,1,60322.0,0,6.83,NORMAL
C1578242110,82313.98,82313.98,1,11229.49,0,2.93,NORMAL
C1655430470,345162.51,345162.51,1,0.0,1,10.98,NORMAL
C1104612016,135918.37,135918.37,1,0.0,1,1.61,NORMAL
C14538888,194868.53,194868.53,1,10100.0,0,1.65,NORMAL
C369632161,32329.47,32329.47,1,0.0,1,9.31,NORMAL
C1114799732,22160.31,22160.31,1,0.0,1,11.16,NORMAL
C1896793459,1389571.09,1389571.09,1,4258.0,0,50.2,NORMAL
C1436469161,204298.85,204298.85,1,0.0,1,3.41,NORMAL
C1025451780,124438.98,124438.98,1,0.0,1,1.79,NORMAL
C1995387698,131897.67,131897.67,1,0.0,1,1.52,NORMAL
