src,dst,amount,step,fraudEdge
C770507011,C1670058397,3076.58,21609,0
C1936002428,C602132293,31505.73,21613,0
C1936002428,C657220994,21511.44,21617,0
C1936002428,C2016959196,32385.47,21622,0
C1936002428,C2099274725,31248.34,21624,0
C1936002428,C841588436,41653.88,21629,0
C1936002428,C783806528,37608.34,21632,0
C705085245,C589526339,44869.84,21633,0
C705085245,C1238948575,39793.66,21634,0
C1202386715,C1627520728,44739.38,21638,0
C1202386715,C636719139,20669.13,21640,0
C1202386715,C836558742,12070.5,21642,0
C1202386715,C1015290160,30918.17,21645,0
C1202386715,C313182715,3143.32,21646,0
C1202386715,C1250188312,18842.86,21652,0
C1202386715,C602132293,34851.37,21658,0
C1202386715,C942063684,41201.71,21663,0
C2027323250,C1486671609,40262.68,21668,0
C2027323250,C773860219,28917.33,21671,0
C2027323250,C1111619479,35875.31,21672,0
C2027323250,C1752092471,49598.76,21676,0
C223911907,C1464370023,21326.53,21681,0
C223911907,C1570698094,28849.41,21686,0
C223911907,C1280807641,43544.21,21690,0
C223911907,C1436941969,15172.38,21696,0
C223911907,C1981527309,32266.59,21701,0
C223911907,C330726572,37427.94,21706,0
C223911907,C585500178,34074.83,21712,0
C223911907,C164853585,4937.91,21716,0
C1738859603,C1850390951,175887.48,21721,1
C1738859603,C112316255,285820.87,21724,1
C1738859603,C592022629,48344.9,21725,1
C1738859603,C850447698,35368.47,21728,1
C1473422201,C1677740062,5863.57,21729,0
C1473422201,C1786706990,15074.37,21731,0
C1473422201,C1817321998,38925.3,21733,0
C1473422201,C1711286158,20508.5,21737,0
C1473422201,C1896793459,48051.09,21742,0
C1473422201,C560993247,20687.05,21743,0
C1473422201,C1462298080,1636.55,21749,0
C1473422201,C1936765684,23912.39,21754,0
C1436286683,C1255834702,9108.77,21758,0
C1436286683,C681799614,15820.34,21760,0
C1436286683,C1967296518,11791.46,21766,0
C1436286683,C1091453035,11409.67,21771,0
C1436286683,C718499214,33295.89,21777,0
C1436286683,C1299678524,32684.38,21780,0
C1436286683,C1364895655,7356.89,21785,0
C1726873097,C1964004947,45161.3,21790,0
C1726873097,C586613917,30695.35,21795,0
C1726873097,C1236928666,1982.02,21798,0
C1726873097,C944587801,20608.43,21800,0
C1726873097,C379005544,27452.77,21803,0
C1726873097,C1415459161,21990.21,21805,0
C1726873097,C1255834702,5128.12,21808,0
C1726873097,C2141625473,19430.48,21813,0
C394344903,C95888305,1239.19,21817,0
C394344903,C724884965,40532.74,21821,0
C394344903,C1990624421,33764.58,21822,0
C394344903,C164914840,44173.2,21828,0
C1711286158,C1274651727,38972.32,21830,0
C1711286158,C2054655290,27302.67,21834,0
C1711286158,C1706893513,29586.75,21836,0
C1711286158,C956645452,42563.3,21839,0
C1711286158,C558463614,31489.04,21842,0
C1711286158,C1832914863,42804.53,21843,0
C1711286158,C1432909470,24181.66,21845,0
C1711286158,C102709320,548.42,21847,0
C876099455,C2079759853,41768.66,21853,0
C876099455,C638186017,25443.02,21857,0
C876099455,C1632235813,4520.1,21858,0
C876099455,C2087356537,40808.53,21860,0
C876099455,C385685390,41266.25,21863,0
C876099455,C2085888366,2871.85,21864,0
C876099455,C692197954,19071.98,21865,0
C876099455,C945242421,30797.35,21866,0
C117690997,C1354222249,30523.42,21869,0
C117690997,C1737802556,16408.94,21875,0
C1895482878,C370783133,43656.11,21879,0
C1895482878,C510263662,32282.62,21883,0
C1895482878,C1737802556,7610.58,21889,0
C1895482878,C1198227650,18733.87,21895,0
C1895482878,C618040173,14350.11,21901,0
C285608226,C788813924,8534.46,21902,0
C285608226,C2030094732,47175.08,21908,0
C285608226,C442473429,36438.05,21910,0
C285608226,C1442422492,33733.97,21914,0
C285608226,C2087356537,7291.06,21919,0
C2089474645,C1476795066,41387.3,21920,0
C2089474645,C1213751399,46192.96,21924,0
C2089474645,C1262221515,28488.36,21926,0
C2089474645,C764643782,3806.31,21931,0
C2089474645,C1477274778,1625.39,21934,0
C2089474645,C1551103673,33894.3,21939,0
C1796994092,C265470715,10531.99,21942,0
C1796994092,C1710737182,4914.75,21944,0
C229460273,C547553240,17564.69,21946,0
C229460273,C1218726070,5881.31,21950,0
C229460273,C238975352,46394.76,21955,0
C229460273,C1169382057,1026.75,21959,0
C287694546,C607385181,11334.12,21961,0
C287694546,C1800943593,12279.66,21965,0
C287694546,C785867503,48987.44,21970,0
C287694546,C1195204364,7051.64,21973,0
C287694546,C1575142803,27532.58,21977,0
C287694546,C1159140488,19111.06,21980,0
C287694546,C1265257555,11303.56,21982,0
C213567972,C1320283595,48081.27,21983,0
C213567972,C2075686360,16489.62,21988,0
C213567972,C1750011781,43274.08,21990,0
C213567972,C21296722,25758.3,21993,0
C213567972,C975671702,21842.41,21994,0
C213567972,C1596168080,49748.98,21997,0
C213567972,C46398269,22861.06,21999,0
C585500178,C607385181,5859.99,22005,0
C585500178,C289174898,45299.62,22007,0
C585500178,C1596485339,39651.37,22013,0
C585500178,C903098975,25912.84,22019,0
C2123966620,C879535390,32133.59,22021,0
C2123966620,C593983154,44766.18,22025,0
C1431629523,C1772810985,46563.98,22030,0
C1431629523,C1367301509,8995.17,22034,0
C1431629523,C1674311779,17336.81,22039,0
C1431629523,C1621153569,39327.53,22043,0
C1431629523,C519862251,30521.46,22049,0
C1431629523,C1442712815,38014.98,22051,0
C1551103673,C1117011498,20717.05,22053,0
C1551103673,C1153647536,11830.96,22056,0
C1551103673,C334626327,48008.49,22060,0
C1551103673,C217453228,24894.89,22061,0
C1551103673,C510263662,29636.27,22067,0
C1551103673,C1460860351,32014.18,22073,0
C1551103673,C958180769,34196.89,22077,0
C1551103673,C861743944,22951.9,22078,0
C164853585,C2030588908,12179.52,22084,0
C164853585,C1039302596,26154.73,22088,0
C821727545,C1896793459,4675.45,22090,0
C821727545,C1164155731,9432.22,22092,0
C821727545,C1359094719,17790.54,22098,0
C821727545,C1867677364,8381.25,22104,0
C821727545,C1285830355,34097.98,22108,0
C821727545,C1851953896,18619.0,22114,0
C821727545,C1826109553,27184.19,22117,0
C821727545,C249131970,46884.41,22121,0
C55463468,C439669040,4106.68,22127,0
C55463468,C1817321998,38619.47,22133,0
C55463468,C2086174770,4101.29,22135,0
C55463468,C1698902408,7367.83,22140,0
C1062050493,C1039004368,29736.32,22145,0
C1062050493,C102076920,13791.62,22151,0
C1062050493,C1482907436,31360.13,22155,0
C1062050493,C353707765,14795.8,22160,0
C1062050493,C963258983,43469.84,22165,0
C217076635,C2078220835,2178.6,22167,0
C217076635,C1545903709,34743.77,22172,0
C217076635,C1476795066,33284.52,22174,0
C1674311779,C577095293,25614.38,22179,0
C1674311779,C1701243891,32594.35,22182,0
C1674311779,C768647543,44183.31,22185,0
C1674311779,C1680773832,42383.71,22188,0
C1674311779,C1397866287,25854.18,22193,0
C1248825682,C723957330,14536.51,22199,0
C1248825682,C203422325,31490.26,22203,0
C1259772413,C34444984,5037.45,22208,0
C1259772413,C112592875,12146.41,22210,0
C1259772413,C1783574270,20381.84,22215,0
C1259772413,C173741572,24141.27,22219,0
C1259772413,C1968518833,38570.81,22224,0
C1737802556,C2093424200,14107.55,22230,0
C1737802556,C2027323250,48194.42,22231,0
C1737802556,C423778662,36110.73,22232,0
C724884965,C540461844,27327.85,22238,0
C724884965,C954024825,28942.35,22243,0
C724884965,C1954830852,25537.37,22247,0
C724884965,C2067338871,42352.81,22253,0
C724884965,C1410711229,16345.76,22255,0
C1419670273,C1662289204,39631.14,22260,0
C1419670273,C1942879550,16253.57,22265,0
C1419670273,C1969236889,532.4,22270,0
C792437505,C872218472,12255.34,22276,0
C792437505,C1551103673,34927.33,22277,0
C792437505,C1896793459,33346.72,22278,0
C669152113,C1423080038,2396.63,22281,0
C669152113,C2074414270,6678.86,22287,0
C669152113,C310100790,45038.45,22290,0
C669152113,C876099455,39029.76,22292,0
C669152113,C26189488,42697.84,22295,0
C669152113,C1596240321,12934.68,22298,0
C669152113,C1039004368,19962.08,22303,0
C669152113,C784274279,20006.32,22308,0
C71123356,C1197354117,12707.93,22310,0
C71123356,C1463327340,34334.52,22312,0
C71123356,C539909453,29014.63,22318,0
C71123356,C800074679,39581.99,22321,0
C946177201,C560993247,4440.54,22323,0
C946177201,C1189054692,45841.86,22329,0
C946177201,C1352340330,26885.49,22331,0
C946177201,C1399870244,36259.83,22334,0
C946177201,C1075370721,9305.98,22338,0
C946177201,C439669040,19759.29,22341,0
C946177201,C1326110882,9006.93,22346,0
C946177201,C1124665734,11471.78,22351,0
C1139330866,C2022944543,39193.29,22357,0
C1139330866,C341644440,5559.93,22360,0
C1139330866,C665571455,5757.43,22365,0
C1781130554,C180897786,26187.28,22371,0
C1781130554,C850447698,47504.07,22375,0
C1781130554,C1937154097,16556.63,22380,0
C1781130554,C1095689302,16361.85,22385,0
C1781130554,C1323101813,38763.66,22389,0
C2015160678,C453206692,43948.63,22392,0
C2015160678,C1328950579,41304.26,22397,0
C2015160678,C439457003,46352.77,22398,0
C2015160678,C1627520728,45737.08,22399,0
C2015160678,C1537491556,24470.33,22404,0
C2015160678,C1674311779,10357.82,22405,0
C2015160678,C213567972,17013.95,22411,0
C2015160678,C1696323034,13822.12,22413,0
C183734705,C2130763546,20029.27,22414,0
C183734705,C1291726171,16599.68,22415,0
C1251199756,C1181955477,10513.71,22419,0
C1251199756,C108100482,36582.16,22421,0
C1611555550,C211230721,12288.37,22424,0
C1611555550,C2055583119,22642.68,22428,0
C1611555550,C2126707236,2766.71,22431,0
C1611555550,C310100790,13654.84,22436,0
C1611555550,C53764087,35007.73,22438,0
C1611555550,C769838718,40217.94,22444,0
C2123718613,C1896793459,30978.08,22447,0
C2123718613,C1119457986,34955.9,22448,0
C2123718613,C1095533087,23907.94,22453,0
C2123718613,C1992141438,30451.05,22454,0
C2123718613,C2097459689,38009.36,22456,0
C2123718613,C1855032246,13948.26,22457,0
C2123718613,C1039004368,12132.99,22459,0
C2123718613,C620620873,26575.76,22464,0
C924277945,C1461353688,21693.51,22467,0
C924277945,C848899360,47799.53,22468,0
C924277945,C1545903709,25568.75,22473,0
C924277945,C963258983,27176.29,22477,0
C924277945,C413619981,15283.18,22480,0
C57399504,C2143875182,25755.31,22482,0
C57399504,C1981527309,44711.96,22488,0
C57399504,C881650710,27296.8,22491,0
C1732566393,C2043249462,42158.03,22494,0
C1732566393,C489156799,9299.87,22497,0
C1732566393,C957542929,15574.81,22499,0
C1732566393,C2084085435,45569.09,22504,0
C1732566393,C685518704,40714.69,22505,0
C1732566393,C1763537987,49276.61,22509,0
C1732566393,C191644760,7238.2,22510,0
C675756216,C1265805587,40180.26,22511,0
C675756216,C435088108,32138.67,22514,0
C800074679,C208457491,16635.95,22519,0
C800074679,C2110082081,3927.51,22522,0
C800074679,C604989723,16536.84,22523,0
C800074679,C2113404488,2172.57,22527,0
C800074679,C407422824,31854.18,22529,0
C800074679,C1279387677,27999.53,22533,0
C800074679,C1040626784,34258.75,22535,0
C1305284201,C1470298578,19461.84,22538,0
C1305284201,C1130483820,31188.13,22543,0
C1305284201,C53764087,24786.16,22549,0
C1305284201,C1473422201,48173.22,22553,0
C1208299670,C1325165537,237704.16,22559,1
C1208299670,C1081162458,285089.96,22562,1
C1208299670,C1732566393,126917.44,22565,1
C54070445,C1656725645,42375.18,22568,0
C54070445,C1890878122,35332.37,22574,0
C1009764686,C997807839,40366.55,22577,0
C1009764686,C950466075,35524.51,22579,0
C1009764686,C1418444094,36983.79,22580,0
C1009764686,C853208765,41898.76,22582,0
C2132599807,C870501648,850.67,22584,0
C2132599807,C1838817659,31391.36,22587,0
C2132599807,C2137060254,19169.24,22588,0
C1449454720,C1130483820,21060.72,22589,0
C1449454720,C53325627,8427.46,22593,0
C1299678524,C1189484365,23847.21,22599,0
C1299678524,C1807161875,35455.25,22604,0
C1299678524,C2020233153,23073.36,22610,0
C1299678524,C1879835912,45042.66,22612,0
C1299678524,C548721895,23480.94,22616,0
C1299678524,C1295344274,37467.92,22619,0
C1574224220,C217076635,43205.52,22622,0
C1574224220,C675326780,16608.99,22623,0
C1574224220,C1378864520,4966.59,22628,0
C1574224220,C2045856339,37224.12,22634,0
C1574224220,C1323010169,45032.75,22638,0
C1574224220,C1685239489,12433.9,22643,0
C407422824,C823888282,288303.42,22644,1
C407422824,C1167198421,143287.88,22647,1
C407422824,C1592850461,139864.19,22648,1
C407422824,C889082878,63504.75,22649,1
C407422824,C1306397949,219849.52,22652,1
C521679191,C920317205,29044.08,22655,0
C521679191,C738043073,45527.26,22660,0
C521679191,C19857962,37179.23,22662,0
C521679191,C295374520,47789.43,22664,0
C521679191,C1592850461,21641.45,22670,0
C521679191,C1124417310,33033.73,22673,0
C521679191,C2013739967,4230.46,22678,0
C1995204860,C1263415200,12204.51,22681,0
C1995204860,C685133321,16592.57,22683,0
C1995204860,C249131970,35272.28,22686,0
C1316523865,C54294789,6546.75,22688,0
C1316523865,C642343270,32408.02,22694,0
C1316523865,C1042420111,37311.17,22700,0
C1316523865,C1871367684,11333.87,22704,0
C1316523865,C1671096237,14847.22,22708,0
C1316523865,C1513813975,28766.66,22709,0
C1316523865,C479562512,43338.94,22712,0
C1316523865,C1091453035,40632.79,22717,0
C41896001,C1413876480,41331.02,22721,0
C41896001,C1477274778,22220.4,22726,0
C41896001,C2058309739,28766.64,22728,0
C41896001,C794605939,3959.18,22732,0
C41896001,C1942272975,16889.93,22733,0
C41896001,C1003790508,45103.09,22739,0
C2137060254,C1859875288,7344.63,22743,0
C2137060254,C71277599,47317.31,22748,0
C2137060254,C577095293,12529.85,22753,0
C2137060254,C1265257555,1889.88,22755,0
C2137060254,C1071982659,37761.07,22761,0
C2137060254,C685703062,7168.46,22762,0
C2137060254,C1111619479,20158.02,22765,0
C2137060254,C1181955477,43217.42,22771,0
C1095689302,C926481896,13632.92,22776,0
C1095689302,C2078220835,24702.8,22781,0
C1095689302,C1190378285,44298.86,22787,0
C1348019418,C1065732964,34819.32,22792,0
C1348019418,C784274279,35395.17,22798,0
C1348019418,C372289560,33533.72,22801,0
C1348019418,C1709605511,9640.48,22804,0
C1348019418,C1768832201,26981.98,22810,0
C1348019418,C778692585,40035.26,22811,0
C1864980439,C1964004947,12196.22,22812,0
C1864980439,C563679117,32447.64,22816,0
C1864980439,C1005444601,42831.69,22821,0
C723957330,C1619116297,41841.61,22826,0
C723957330,C907385877,47727.66,22828,0
C723957330,C789755075,28740.55,22834,0
C723957330,C620608015,1630.61,22835,0
C1169179933,C54294789,33368.41,22837,0
C1169179933,C1497714276,15488.14,22838,0
C1169179933,C631076481,14220.62,22842,0
C1169179933,C1134064848,25813.36,22848,0
C1169179933,C1787836567,30797.97,22849,0
C1169179933,C1750174046,45626.89,22851,0
C1169179933,C719417009,21071.43,22856,0
C1067658253,C1291726171,29877.51,22860,0
C1067658253,C1568431720,30630.51,22861,0
C1218168589,C407542871,7971.12,22862,0
C1218168589,C1029827131,6220.2,22864,0
C1218168589,C1139330866,6344.92,22866,0
C1844895624,C907385877,6200.71,22872,0
C1844895624,C2044785767,33835.17,22878,0
C1844895624,C1184780682,6079.12,22879,0
C1844895624,C1113573059,5673.02,22883,0
C1844895624,C1590340689,2571.63,22885,0
C1844895624,C593385668,36222.7,22890,0
C1844895624,C1513534074,7231.35,22894,0
C1875532915,C2004770448,37465.27,22897,0
C1875532915,C1229193071,2332.64,22899,0
C1875532915,C552853002,10026.01,22904,0
C1875532915,C1810331639,17197.0,22908,0
C1875532915,C1763196499,1163.75,22913,0
C1875532915,C1809680421,23039.49,22915,0
C1875532915,C287694546,40657.33,22921,0
C1985510985,C88176835,39357.55,22926,0
C1985510985,C1867677364,5472.7,22928,0
C1247255001,C1655430470,34310.56,22931,0
C1247255001,C1383747515,26478.41,22937,0
C1800361188,C366224747,19091.06,22940,0
C1800361188,C764677709,42079.57,22941,0
C1800361188,C891276919,10085.87,22946,0
C1800361188,C560202269,49731.07,22949,0
C1800361188,C323218924,36217.92,22952,0
C1800361188,C2086174770,40618.0,22953,0
C1800361188,C2045923266,32930.24,22959,0
C1800361188,C1800138623,35925.83,22961,0
C1686946576,C1107709274,41262.94,22966,0
C1686946576,C1847590426,11828.73,22967,0
C1686946576,C631076481,6373.19,22971,0
C1686946576,C1233005845,9942.44,22974,0
C1686946576,C1912755229,27709.9,22977,0
C1686946576,C1039302596,18651.19,22982,0
C401817712,C1949097138,1769.45,22985,0
C401817712,C1779755882,46544.17,22989,0
C401817712,C254823126,6594.09,22993,0
C401817712,C1446379923,8516.72,22998,0
C401817712,C961237548,28097.66,23000,0
C401817712,C2004770448,3485.29,23003,0
C401817712,C727914800,31161.53,23008,0
C401817712,C435088108,36082.63,23012,0
C1451319380,C108521131,43346.34,23013,1
C1451319380,C2062164647,161658.92,23015,1
C1451319380,C579784323,106005.15,23016,1
C1451319380,C1153178802,286109.77,23018,1
C1451319380,C866254983,249191.45,23019,1
C701548131,C1299678524,12860.02,23022,0
C701548131,C439457003,1334.58,23023,0
C701548131,C879816847,45445.04,23026,0
C701548131,C184693922,47851.16,23030,0
C701548131,C757387061,45753.22,23035,0
C701548131,C154249725,22847.94,23041,0
C701548131,C360901778,44705.61,23045,0
C273657280,C1752092471,49902.96,23048,0
C273657280,C325950166,14609.66,23051,0
C273657280,C2030094732,47315.62,23053,0
C273657280,C1451957091,24238.79,23056,0
C273657280,C1751003382,7274.53,23057,0
C273657280,C727914800,23356.42,23060,0
C474384158,C669132066,3440.22,23061,0
C474384158,C249431672,39964.32,23062,0
C1616109528,C520700943,1818.95,23067,0
C1616109528,C1820201425,39730.23,23073,0
C173741572,C1838637042,14170.41,23078,0
C173741572,C87456980,24704.72,23079,0
C173741572,C1868585037,26055.86,23083,0
C236413955,C1600113350,40710.64,23088,0
C236413955,C769838718,18629.07,23094,0
C1228425454,C975671702,5854.99,23095,0
C1228425454,C718499214,35363.04,23098,0
C1228425454,C1955792345,4679.53,23102,0
C44784462,C988213089,5532.49,23107,0
C44784462,C994561171,23366.34,23108,0
C713699216,C1442696578,48513.48,23110,0
C713699216,C406548689,24855.64,23113,0
C713699216,C896698325,40150.82,23115,0
C713699216,C1118224534,6153.19,23117,0
C1909109011,C1964004947,22037.26,23119,0
C1909109011,C676831860,26818.74,23122,0
C1561706130,C1291715072,151371.37,23127,1
C1561706130,C1942272975,40546.43,23128,1
C1561706130,C108521131,103460.0,23129,1
C1561706130,C686560607,242077.76,23132,1
C1561706130,C1409981705,184053.99,23133,1
C1561706130,C446813867,247662.71,23134,1
C1561706130,C760950763,276980.93,23136,1
C2008067078,C792260486,3671.69,23138,0
C2008067078,C210367155,41619.31,23140,0
C2008067078,C281517226,42760.61,23146,0
C2008067078,C552424755,2088.19,23147,0
C2008067078,C454480486,20447.72,23150,0
C1697932129,C142852110,31528.46,23154,0
C1697932129,C226997546,37877.25,23155,0
C970849252,C1942272975,24539.86,23156,0
C970849252,C1412731701,6654.01,23160,0
C411629014,C456832889,32927.61,23163,0
C411629014,C1865751362,12179.62,23168,0
C1590340689,C1218726070,37985.72,23173,0
C1590340689,C387196772,31738.19,23179,0
C745829460,C1236928666,16174.96,23182,0
C745829460,C497626793,2593.7,23184,0
C745829460,C538988231,30638.04,23189,0
C745829460,C1524937803,40487.68,23190,0
C745829460,C1111619479,32505.91,23193,0
C745829460,C604731618,41174.73,23198,0
C1950049371,C1151153281,23430.76,23202,0
C1950049371,C1229193071,34415.21,23206,0
C1950049371,C2143875182,19419.95,23210,0
C1950049371,C1305284201,37620.38,23215,0
C1950049371,C480979569,20838.92,23216,0
C1950049371,C1067658253,47794.88,23220,0
C1950049371,C1525003545,11206.04,23222,0
C1950049371,C1710737182,47651.05,23225,0
C691504407,C535673824,38228.66,23229,0
C691504407,C369281208,9559.26,23233,0
C691504407,C1590867054,34599.77,23239,0
C691504407,C1667556622,33651.71,23244,0
C691504407,C321432587,14810.74,23249,0
C1456638373,C954024825,40447.16,23254,0
C1456638373,C1808780297,35718.6,23255,0
C154435424,C1956667404,12760.55,23258,1
C154435424,C1590340689,20039.33,23260,1
C154435424,C593385668,246845.05,23262,1
C1137189607,C585845464,33133.56,23265,0
C1137189607,C932917442,40260.85,23271,0
C1137189607,C1738799969,13344.83,23277,0
C1137189607,C1130130133,47213.85,23282,0
C1137189607,C692197954,12142.93,23283,0
C1137189607,C1171541060,35239.94,23289,0
C1137189607,C745829460,28792.34,23294,0
C1137189607,C562983897,25470.61,23299,0
C1415459161,C1051842513,36682.36,23304,0
C1415459161,C1888177932,25430.65,23309,0
C1415459161,C1686917354,48246.82,23314,0
C1415459161,C1279537880,25656.77,23320,0
C1415459161,C579784323,48540.16,23321,0
C352183253,C1238948575,38012.72,23325,0
C352183253,C1176746446,47366.75,23329,0
C352183253,C1475338800,26336.34,23332,0
C352183253,C717757531,46391.56,23338,0
C891276919,C1566397552,55909.64,23343,1
C891276919,C1305466972,81552.7,23344,1
C891276919,C1810331639,128542.34,23345,1
C891276919,C1259755459,144616.2,23347,1
C891276919,C1117011498,249499.14,23348,1
C562983897,C8629279,38348.17,23349,0
C562983897,C1449480284,4659.61,23355,0
C562983897,C8252630,25789.47,23357,0
C562983897,C1191561527,33879.85,23361,0
C562983897,C1170770709,13885.6,23366,0
C562983897,C493142121,30195.13,23368,0
C562983897,C1570698094,28204.6,23372,0
C562983897,C477766468,7946.63,23377,0
C2002382771,C1547127870,2635.17,23383,0
C2002382771,C243508130,11852.19,23386,0
C2002382771,C135979491,13303.25,23387,0
C2002382771,C1758310524,39610.77,23388,0
C2002382771,C891276919,6068.4,23392,0
C2002382771,C1611555550,2679.05,23396,0
C2002382771,C181258443,32295.18,23401,0
C2002382771,C619032673,24631.59,23403,0
C165632769,C143231311,5796.94,23409,0
C165632769,C1263415200,29261.17,23413,0
C165632769,C1383747515,33666.41,23419,0
C165632769,C1328950579,9495.4,23423,0
C165632769,C1414696697,2735.8,23429,0
C165632769,C814476968,46348.24,23434,0
C165632769,C1697060630,32162.87,23440,0
C165632769,C905867092,19127.57,23445,0
C1464325312,C1177128879,21750.76,23450,0
C1464325312,C1591242196,22926.46,23453,0
C1464325312,C1197354117,8008.63,23456,0
C1250188312,C968660239,17231.89,23460,0
C1250188312,C999321166,7545.81,23464,0
C1524937803,C552853002,27562.24,23467,0
C1524937803,C1153647536,25375.38,23468,0
C1524937803,C724884965,48027.63,23473,0
C1524937803,C1147401468,13662.95,23475,0
C1524937803,C1804135110,26868.82,23479,0
C1524937803,C1092218591,11783.63,23484,0
C210510845,C846420037,297225.58,23485,1
C210510845,C969645463,136326.42,23488,1
C210510845,C967157515,25104.21,23491,1
C210510845,C878774178,188855.52,23492,1
C210510845,C1708220585,31308.65,23493,1
C1462802566,C530829341,49713.94,23494,0
C1462802566,C1787836567,18208.48,23496,0
C1462802566,C2137365317,32184.8,23501,0
C1138509475,C395585252,20677.81,23503,0
C1138509475,C1430131306,17415.59,23504,0
C1138509475,C379005544,2667.65,23506,0
C1138509475,C1294431000,16400.27,23509,0
C1138509475,C2059759093,5172.58,23514,0
C1138509475,C1860447190,39098.06,23517,0
C1138509475,C1502843799,1585.58,23523,0
C1138509475,C1544045468,18335.65,23525,0
C1262376507,C1005444601,16235.24,23528,0
C1262376507,C1769197808,43715.57,23529,0
C1262376507,C1901344567,14813.03,23535,0
C1262376507,C1214942880,39491.05,23536,0
C1262376507,C1353926970,20402.2,23540,0
C1262376507,C1738859603,23767.29,23541,0
C1262376507,C769838718,24469.86,23547,0
C1262376507,C160753255,3734.01,23553,0
C135979491,C1087786836,27142.89,23558,0
C135979491,C969645463,31709.1,23563,0
C135979491,C370771652,27281.57,23568,0
C568507050,C1381942422,250831.74,23574,1
C568507050,C1592379180,33584.94,23575,1
C1440897834,C1924548187,11710.47,23576,0
C1440897834,C630710783,31316.1,23579,0
C1440897834,C1600113350,31516.21,23583,0
C1440897834,C642367460,27522.79,23586,0
C1440897834,C1468169251,33326.81,23591,0
C171845281,C1763196499,15924.98,23596,0
C171845281,C33532649,19367.54,23601,0
C171845281,C512546956,34590.11,23604,0
C171845281,C1340857712,16702.67,23605,0
C171845281,C1356644226,13430.33,23610,0
C171845281,C394344903,40277.17,23613,0
C171845281,C1167198421,5976.98,23614,0
C171845281,C373309002,7171.0,23619,0
C861210450,C794605939,35001.05,23624,0
C861210450,C1891812296,44513.11,23628,0
C861210450,C794365891,17887.42,23629,0
C861210450,C955177881,23986.8,23630,0
C861210450,C520870429,34296.92,23634,0
C861210450,C1118224534,11739.93,23635,0
C861210450,C1547794781,27121.96,23640,0
C911266024,C1120652702,6725.27,23645,0
C911266024,C1820201425,29173.81,23650,0
C911266024,C196774838,18933.22,23653,0
C911266024,C1870150003,19259.65,23654,0
C911266024,C1763196499,2933.01,23655,0
C911266024,C1130130133,32975.17,23660,0
C911266024,C895396623,15406.07,23665,0
C911266024,C1169179933,15286.31,23667,0
C825644222,C1008255259,49932.68,23672,0
C825644222,C2133436151,43326.6,23678,0
C825644222,C1354222249,43147.43,23684,0
C825644222,C1851953896,22027.95,23689,0
C707498876,C181258443,8510.55,23693,0
C707498876,C1181955477,16080.01,23696,0
C707498876,C1578242110,24756.45,23699,0
C707498876,C340257095,17325.88,23703,0
C707498876,C1214942880,28774.9,23704,0
C1609895712,C1972399399,21545.0,23707,0
C1609895712,C781002319,42923.35,23709,0
C1609895712,C102709320,13275.38,23712,0
C1609895712,C698656908,43856.34,23716,0
C1609895712,C1665293797,42787.27,23718,0
C1609895712,C2102595133,38636.02,23720,0
C1609895712,C290582082,35179.62,23723,0
C1609895712,C19857962,5865.74,23724,0
C350091200,C1003790508,46304.94,23730,0
C350091200,C665571455,34892.23,23731,0
C350091200,C620608015,21562.03,23737,0
C350091200,C920275589,6361.51,23739,0
C1978961158,C596692253,21695.01,23741,0
C1978961158,C668755957,34850.51,23745,0
C1978961158,C302595871,15875.51,23749,0
C1978961158,C423778662,38308.54,23751,0
C1593883571,C1423080038,5630.99,23756,0
C1593883571,C1431859543,14406.07,23758,0
C75213805,C1596492634,40856.63,23759,0
C75213805,C1676464240,26903.74,23762,0
C1407398288,C1728344274,23991.97,23767,0
C1407398288,C921754046,49107.94,23772,0
C1407398288,C1368227358,35692.87,23776,0
C1407398288,C306081184,6828.68,23781,0
C1407398288,C467863283,9058.01,23782,0
C1407398288,C1748587379,44182.69,23787,0
C1407398288,C1294431000,22482.37,23790,0
C1751003382,C318925476,32110.41,23791,0
C1751003382,C1808780297,4268.91,23795,0
C1751003382,C1571570510,5989.93,23801,0
C1751003382,C889082878,3146.83,23803,0
C1751003382,C988213089,12935.81,23808,0
C1751003382,C1436469161,38106.25,23814,0
C1751003382,C2016004703,17436.44,23818,0
C1751003382,C1326110882,17613.1,23822,0
C992720358,C1960281066,48698.29,23827,0
C992720358,C1113573059,8855.78,23833,0
C992720358,C1879835912,47425.41,23836,0
C992720358,C1156579431,15833.27,23838,0
C992720358,C1620854958,33751.58,23839,0
C992720358,C1566728087,37683.34,23845,0
C992720358,C1230777529,16552.79,23850,0
C1647947788,C1861532164,2056.06,23853,0
C1647947788,C279496133,13096.0,23857,0
C1647947788,C1236297854,18687.65,23863,0
C1647947788,C2133436151,23627.59,23869,0
C1648214789,C2002574579,7427.21,23875,0
C1648214789,C2093551167,8131.11,23877,0
C1648214789,C1125952157,49243.91,23883,0
C156573355,C1077265738,36805.27,23886,0
C156573355,C1202386715,22812.13,23887,0
C156573355,C423510769,38325.79,23891,0
C156573355,C942063684,33392.65,23893,0
C156573355,C1698270118,32255.03,23899,0
C156573355,C912153697,8734.7,23905,0
C156573355,C872218472,2019.9,23907,0
C156573355,C285608226,27175.35,23912,0
C1327472972,C1990624421,35853.73,23918,0
C1327472972,C1186202401,27373.65,23924,0
C1327472972,C2097459689,30533.66,23925,0
